job_title,location,job_type,experience_level,salary,requirements,excel,tableau,power_bi,sql,python
Principal ML Engineer - AI Platform,"Austin, TX, United States",Full Time,Senior-level,131000.0,"Agile,AI governance,Architecture,Big Data,Deep Learning,Engineering",no,no,no,no,no
"Principal Product Marketing Manager, AI & Machine Learning",United States,Full Time,Senior-level,62000.0,"Computer Science,Data Analytics,Databricks,Engineering,Excel,LLMs",no,no,no,no,no
Technical Support Specialist (Robotics) - EU - Remote,"ope, Netherlands",Full Time,Entry-level,35000.0,"Computer Science,E-commerce,Engineering,Jira,Robotics,",no,no,no,no,no
Data Architect,"Luxembourg, Luxembourg, Luxembourg",Full Time,Mid-level,135000.0,"Architecture,Computer Science,Data governance,Data management,Security,",no,no,no,no,no
OperationsData Analyst (Tableau),"Monterrey, Nuevo Leon, Mexico",Full Time,Mid-level,65000.0,"Agile,Scrum,Tableau,,,",no,yes,no,no,no
Head of Applied AI/ML,United Stateslifornia,Full Time,Executive-level,81000.0,"Architecture,Databricks,Engineering,Excel,Industrial,LLMs",no,no,no,no,no
Software Engineer - Autonomy Metrics,"Foster City, CA",Full Time,Senior-level,179000.0,"Computer Science,Databricks,Machine Learning,Python,Robotics,Scala",no,no,no,no,yes
Data Science in Product Design Engineering,"Amphoe Si Maha Phot, Thailand",Full Time,Entry-level,35000.0,"Computer Science,Data analysis,Data Analytics,Engineering,JavaScript,Python",no,no,no,no,yes
Director of Product - Machine Learning,Remote - United Kingdom,Full Time,Senior-level,56000.0,"Data analysis,Engineering,FinTech,Machine Learning,Market research,Privacy",no,no,no,no,no
Operations Planner Data Management Technician,"San Diego, California, United States",Full Time,Senior-level,80000.0,"Architecture,Data management,Excel,Security,,",no,no,no,no,no
Data Operations Client Onboarding,"Pune, India",Full Time,Senior-level,49000.0,"DataOps,Engineering,FinTech,Jira,R,R&D",no,no,no,no,no
Machine Learning Research Scientist - Reinforcement Learning,"Mountain View, California (HQ)",Full Time,Entry-level,167000.0,"Computer Science,Deep Learning,ICLR,ICML,Machine Learning,Mathematics",no,no,no,no,no
"Machine Learning Engineer, Generative AI",United States,Full Time,Senior-level,200000.0,"AWS,Deep Learning,GCP,Machine Learning,ML models,Model training",no,no,no,no,no
Machine Learning Engineer,India,Full Time,Entry-level,30000.0,"Machine Learning,ML models,Python,R,Research,Security",no,no,no,no,yes
 Big Data Engineer,"Melbourne, Australia",Full Time,Senior-level,30000.0,"Agile,Architecture,Athena,AWS,Big Data,BigQuery",no,no,no,no,no
Consulting - Robotics Process Automation (RPA) Developer,"Lagos, Nigeria",Full Time,Entry-level,30000.0,"Consulting,Engineering,Finance,Industrial,JavaScript,Mathematics",no,no,no,no,no
Data Engineer,"Barcelona, Catalonia, Spain - Remote",Full Time,Mid-level,73000.0,"Agile,APIs,AWS,CX,Data management,Data pipelines",no,no,no,no,no
Data Engineer,"India, India",Full Time,Mid-level,73000.0,"Agile,Ansible,APIs,Architecture,AWS,Azure",no,no,no,no,no
Data Analyst,France,Full Time,Entry-level,48000.0,"E-commerce,ETL,Looker,Power BI,SQL,Tableau",no,yes,yes,yes,no
Data Engineer with Databricks - Empower (remote/Costa Rica-based),"San José, Costa Rica",Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Azure,Big Data,Databricks",no,no,no,no,no
Databricks and Scala Engineer geospatial,"Redditch, United Kingdom",Full Time,Senior-level,62000.0,"Agile,APIs,AWS,Azure,Consulting,Databricks",no,no,no,no,no
"Software Engineer, Data Platform",United States,Full Time,Senior-level,139000.0,"Architecture,AWS,Azure,Distributed Systems,Docker,Engineering",no,no,no,no,no
Manager Data Engineering,United States,Full Time,Senior-level,129000.0,"Agile,Architecture,AWS,Azure,BigQuery,Bigtable",no,no,no,no,no
Data Engineer (P3949).,"Sound Beach, NY",Full Time,Senior-level,113000.0,"Agile,Architecture,Azure,Big Data,Business Analytics,Cassandra",no,no,no,no,no
 Data Engineer Customer Analytics,"Solna, Sweden",Full Time,Entry-level,59000.0,"Agile,Azure,Computer Science,Databricks,Data warehouse,DevOps",no,no,no,no,no
"Chief Engineer, Autonomy (R2020)","Washington, DC Metro Area",Full Time,Executive-level,81000.0,"Architecture,Computer Science,Engineering,Machine Learning,Robotics,",no,no,no,no,no
ResearchData Analyst,"United States; United Stateslifornia; Chicago, ",Full Time,Senior-level,150000.0,"Genetics,Git,Pipelines,Python,R,Research",no,no,no,no,yes
Sport data operator,"Tallinn, Estonia",Full Time,Entry-level,39000.0,"Data quality,SLAM,Streaming,,,",no,no,no,no,no
Associate Director | Artificial Intelligence Lead | KPMG Futures,"Sydney, Australia",Full Time,Mid-level,45000.0,"Finance,Research,Testing,,,",no,no,no,no,no
Research Scientist,United States,Full Time,Mid-level,158000.0,"Biology,Chemistry,Computer Science,Deep Learning,Keras,Machine Learning",no,no,no,no,no
Principal Engineer - Data Integrations,India,Full Time,Senior-level,55000.0,"Architecture,AWS,Big Data,Data Analytics,Data warehouse,Engineering",no,no,no,no,no
Python Engineer - Machine Learning Specialist (Remote),France - Remote,Full Time,Mid-level,40000.0,"Agile,APIs,AWS,Azure,CAD,Engineering",no,no,no,no,no
Applied Scientist - Document Intelligence,"United States, NY",Full Time,Senior-level,184000.0,"Airflow,AWS,DataOps,Docker,Engineering,HuggingFace",no,no,no,no,no
Data Scientist (M/F),France,Full Time,Senior-level,129000.0,"AWS,Banking,Data analysis,Deep Learning,Engineering,Feature engineering",no,no,no,no,no
Researcher/Researcher  Natural Language Processing and Text Analytics,India,Full Time,Senior-level,55000.0,"Architecture,BERT,Classification,Computer Science,Deep Learning,Engineering",no,no,no,no,no
Data Scientist,"Maadi, Cairo Governorate, Egypt",Full Time,Entry-level,40000.0,"A/B testing,Computer Science,Data analysis,Data Mining,Data visualization,Machine Learning",no,no,no,no,no
Data Scientist,Pune,Full Time,Senior-level,129000.0,"Causal inference,Computer Science,Data quality,Engineering,Finance,Machine Learning",no,no,no,no,no
"Data Analyst (Customer Service Industry, Mandarin Support)",Malaysia,Full Time,Senior-level,92000.0,"Blockchain,CX,Data analysis,Data quality,Excel,Python",no,no,no,no,yes
Manager Data Strategy,"Frankfurt am Main, Germany",Full Time,Mid-level,51000.0,"Agile,Architecture,Cluster analysis,Consulting,CX,Data Analytics",no,no,no,no,no
"Business Partner, Data Analysis","Montreal, QC, Canada",Full Time,Executive-level,81000.0,"Business Intelligence,Computer Science,Data analysis,Engineering,Excel,Mathematics",no,no,no,no,no
Data Engineer - Remote,"Ensenada, Mexico",Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,Big Data,Computer Science",no,no,no,no,no
Data Analyst,"Makati, Metro Manila, Philippines",Full Time,Mid-level,65000.0,"Agile,Business Intelligence,Data management,Data quality,Data Studio,Data visualization",no,no,no,no,no
Data Engineer,"Makati, Metro Manila, Philippines",Full Time,Mid-level,73000.0,"Agile,Architecture,AWS,Big Data,Computer Science,Data pipelines",no,no,no,no,no
Post-Doctoral Fellow or Associate - Agronomy Data Scientist,"Harare, Harare Province, Zimbabwe",Full Time,Mid-level,60000.0,"Big Data,Computer Science,Data management,ETL,GitHub,Nonprofit",no,no,no,no,no
. Data Scientist,India,Full Time,Senior-level,129000.0,"Banking,Chatbots,Data analysis,Engineering,FinTech,Hadoop",no,no,no,no,no
Researcher- Computer Vision,India,Full Time,Senior-level,55000.0,"Architecture,Autonomous Driving,Classification,Computer Vision,Deep Learning,Engineering",no,no,no,no,no
Data Science Lead,"Mount Prospect, IL, United States",Full Time,Entry-level,44000.0,"A/B testing,Data visualization,Economics,Engineering,Mathematics,Power BI",no,no,yes,no,no
Data Engineer,Remote,Full Time,Senior-level,115000.0,"Airflow,CI/CD,Computer Science,Consulting,DataOps,Data pipelines",no,no,no,no,no
"Data Scientist, Product Analytics","Denver, CO; United States, NY; San ",Full Time,Senior-level,133000.0,"Business Intelligence,CX,Data visualization,Engineering,PhD,Prototyping",no,no,no,no,no
Data Engineer - Türkiye,"Kadiköy / Istanbul, Istanbul, Türkiye",Full Time,Mid-level,73000.0,"AWS,Banking,ETL,FinTech,NLP,Python",no,no,no,no,yes
Data Scientist,"Atlanta, Georgia, United States",Full Time,Senior-level,129000.0,"Agile,APIs,Azure,Classification,Clustering,Computer Science",no,no,no,no,no
Machine Learning Engineer,United Kingdom,Full Time,Senior-level,131000.0,"Agile,APIs,Architecture,AWS,Deep Learning,DevOps",no,no,no,no,no
"SDE-III, Data Engineering",India,Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Big Data,Computer Science,Data governance",no,no,no,no,no
Oracle Data Modeler / PL/SQL - Data warehouse,India,Full Time,Senior-level,55000.0,"Data visualization,Data warehouse,Data Warehousing,Engineering,ETL,Oracle",no,no,no,no,no
Product Data Specialist (HW),"Oulu, Northern Ostrobothnia, Finland",Full Time,Mid-level,70000.0,"Data management,Engineering,Industrial,R,R&D,",no,no,no,no,no
SparkCognition Director of Accounting - Controller,"Austin, TX",Full Time,Executive-level,81000.0,"Banking,Finance,Genetics,,,",no,no,no,no,no
Machine Learning Scientist (USA REMOTE),United States,Full Time,Senior-level,129000.0,"APIs,Architecture,AWS,BERT,Classification,Clustering",no,no,no,no,no
Data Scientist (P171).,"Snohomish, WA",Full Time,Senior-level,104000.0,"Architecture,Big Data,Data pipelines,Economics,Engineering,Mathematics",no,no,no,no,no
CloudData Analyst Engineer (FinOps),"Kuala Lumpur, Malaysia",Full Time,Senior-level,92000.0,"Azure,Consulting,Data analysis,DevOps,Excel,Finance",no,no,no,no,no
DataOps Engineer,Portugal - Lisbon,Full Time,Senior-level,62000.0,"Airflow,Architecture,AWS,Business Analytics,CI/CD,Databricks",no,no,no,no,no
Manager - Applied Data Scientist,India,Full Time,Senior-level,50000.0,"CX,Engineering,Finance,Machine Learning,Mathematics,Python",no,no,no,no,yes
"??·????/Business Intelligence Engineer, Japan Operations Finance","Tokyo, JPN",Full Time,Senior-level,55000.0,"Agile,Architecture,AWS,Big Data,Business Intelligence,CI/CD",no,no,no,no,no
Data Engineer - (Christchurch),"Christchurch, Canterbury, New Zealand",Full Time,Senior-level,115000.0,"Athena,Avro,AWS,Azure,Big Data,BigQuery",no,no,no,no,no
Software Engineer - Data Architecture skills,France - France,Full Time,Senior-level,135000.0,"Architecture,Engineering,MS SQL,OOP,Python,Research",no,no,no,yes,yes
"BI Developer, Analytics",United States,Full Time,Senior-level,69000.0,"Agile,Architecture,Business Intelligence,Data analysis,Data visualization,Data Warehousing",no,no,no,no,no
SME Consultant for Data Analyst,"Luxembourg, Luxembourg, Luxembourg",Full Time,Mid-level,51000.0,"Banking,Computer Science,Data Analytics,Data management,Security,",no,no,no,no,no
Data Strategist,United States,Full Time,Mid-level,51000.0,"AI governance,APIs,Architecture,Computer Science,Consulting,Data management",no,no,no,no,no
Data Scientist,"Remote, CA, United States",Full Time,Executive-level,78000.0,"Causal inference,Data Analytics,E-commerce,Economics,Engineering,Machine Learning",no,no,no,no,no
Data Engineer,United Kingdom,Full Time,Mid-level,73000.0,"Airflow,Architecture,BigQuery,Finance,FinTech,GCP",no,no,no,no,no
AI Engineer,"Ho Chi Minh City, Vietnam",Full Time,Senior-level,55000.0,"Computer Vision,Consulting,Data analysis,Deep Learning,Healthcare technology,JavaScript",no,no,no,no,no
SQL Data Engineers,"Sydney, New South Wales, Australia",Full Time,Mid-level,73000.0,"Airflow,Architecture,Avro,BigQuery,Data quality,Engineering",no,no,no,no,no
Subsurface Data Manager,"Aberdeen, Scotland, United Kingdom",Full Time,Mid-level,77000.0,"Agile,Consulting,Data management,Data quality,,",no,no,no,no,no
Data Analyst,India - India,Full Time,Senior-level,92000.0,"Agile,Banking,Data analysis,Engineering,ETL,Finance",no,no,no,no,no
Data Analyst,"Berlin, Germany",Full Time,Entry-level,48000.0,"Business Intelligence,Data visualization,Economics,Excel,Finance,KPIs",no,no,no,no,no
Data Quality Developer,Canada (Remote),Full Time,Senior-level,62000.0,"Agile,Airflow,Banking,Data pipelines,Data quality,Docker",no,no,no,no,no
Remote Intermediate Fullstack Engineer (AI Team),"Ho Chi Minh City, Vietnam - Remote",Full Time,Mid-level,36000.0,"Agile,API Development,APIs,AWS,Computer Science,EC2",no,no,no,no,no
iOS Engineer (Dubai),"Dubai, Dubai, United Arab Emirates - Remote",Full Time,Mid-level,40000.0,"APIs,Computer Science,Finance,UX,,",no,no,no,no,no
. BI Analyst,Copenhagen,Full Time,Senior-level,48000.0,"Business Analytics,Looker,Python,R,SQL,Tableau",no,yes,no,yes,yes
Data Scientist Generalist,United States,Full Time,Senior-level,129000.0,"A/B testing,Biology,Computer Science,Data analysis,EDA,Engineering",no,no,no,no,no
Developer - Data Engineer (AWS/Python/Node),"Burlington, MA, United States",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Consulting,EC2,Engineering",no,no,no,no,no
Data Engineer,"United Stateslifornia, USA",Full Time,Senior-level,105000.0,"Architecture,AWS,Big Data,Business Intelligence,Data pipelines,Data quality",no,no,no,no,no
Data Scientist: NLP,United Kingdom,Full Time,Mid-level,60000.0,"Airflow,Banking,Big Data,Classification,Clustering,Consulting",no,no,no,no,no
Data Analyst,"Warszawa, Poznan, Poland",Full Time,Senior-level,92000.0,"A/B testing,Airflow,BigQuery,Clustering,Consulting,Data Studio",no,no,no,no,no
Data Analyst,United States,Full Time,Entry-level,48000.0,"Consulting,Data analysis,Security,,,",no,no,no,no,no
Data Engineer,Madrid,Full Time,Senior-level,115000.0,"Airflow,Architecture,Athena,AWS,Computer Science,DynamoDB",no,no,no,no,no
HTML Developer,United Kingdom,Full Time,Mid-level,51000.0,"JavaScript,Ruby,Testing,,,",no,no,no,no,no
"Manager, Business Operations - Diagnostic Imaging and Laboratory","Brampton, ON, Canada",Full Time,Senior-level,69000.0,"Business Analytics,Data analysis,Data quality,Engineering,Statistics,",no,no,no,no,no
Data Engineer,Remote,Full Time,Senior-level,115000.0,"Architecture,AWS,Big Data,Computer Science,Data governance,Data management",no,no,no,no,no
Data Science Consultant,India,Full Time,Senior-level,122000.0,"Agile,Architecture,Azure,BERT,Big Data,Computer Science",no,no,no,no,no
Customer MasterData Analyst,"Timi?oara, Romania",Full Time,Entry-level,48000.0,"CX,Data quality,Finance,Spark,,",no,no,no,no,no
Data Quality Engineer,United States(Remote),Full Time,Senior-level,62000.0,"Agile,Airflow,Banking,Data pipelines,Data quality,Docker",no,no,no,no,no
Data Analyst - Hybrid,"Heredia, Costa Rica",Full Time,Senior-level,92000.0,"AWS,Big Data,Computer Science,Data Analytics,GCP,Snowflake",no,no,no,no,no
Computer Vision Researcher,"Arlington, Virginia",Full Time,Senior-level,69000.0,"CMake,Computer Science,Computer Vision,Deep Learning,Open Source,PhD",no,no,no,no,no
Machine Learning Engineer,"Hong Kong, Hong Kong",Full Time,Senior-level,131000.0,"Industrial,Machine Learning,,,,",no,no,no,no,no
Research Scientist - Machine Learning and Algorithms,"Mountain View, California, United States, Remote",Full Time,Entry-level,120000.0,"Computer Science,Distributed Systems,Engineering,Golang,Linear algebra,Machine intelligence",no,no,no,no,no
Applied Scientist,"Tübingen, Baden-Wurttemberg, DEU",Full Time,Senior-level,184000.0,"Caffe,Computer Vision,Deep Learning,Engineering,Linux,Machine Learning",no,no,no,no,no
Tableau/BI Developer,United States,Full Time,Mid-level,81000.0,"APIs,Business Intelligence,Computer Science,Economics,Excel,Machine Learning",no,no,no,no,no
Data Engineer,Spain,Full Time,Senior-level,115000.0,"Agile,AWS,Azure,Cassandra,Data management,Engineering",no,no,no,no,no
Data Scientist (Real-time Ops),"Walnut Creek, California, United States",Full Time,Entry-level,40000.0,"Data analysis,Engineering,Git,Linux,Physics,Python",no,no,no,no,yes
Data Engineer,"Dulles, VA, United States",Full Time,Senior-level,115000.0,"Architecture,AWS,Big Data,Computer Science,Data analysis,Data governance",no,no,no,no,no
Master Data Management Plants (f/m/div.),"Karluhe, Germany",Full Time,Entry-level,39000.0,"Agile,Computer Science,Data analysis,Data management,Data quality,Economics",no,no,no,no,no
Data Science Team Lead,"Istanbul, Istanbul, Turkey",Full Time,Senior-level,55000.0,"Agile,Big Data,Computer Science,Consulting,Consulting firm,Engineering",no,no,no,no,no
AI Programmer VR (UE),"Katowice, Poland",Full Time,Senior-level,62000.0,"Architecture,Engineering,Mathematics,OOP,Testing,VR",no,no,no,no,no
Data Engineer (Python) - Payments,"Porto, Portugal",Full Time,Entry-level,59000.0,"Agile,Azure,Banking,DevOps,Engineering,FinTech",no,no,no,no,no
Master Data Management Plants (f/m/div.) (salary: ~81.000  p.a.*),"Karluhe, Germany",Full Time,Entry-level,81000.0,"Agile,Computer Science,Data analysis,Data management,Data quality,Economics",no,no,no,no,no
Data Analyst Pleno,Brazil - Remote,Full Time,Entry-level,48000.0,"APIs,AWS,ETL,Jupyter,Lambda,Looker",no,no,no,no,no
Research Engineer PEM Electrolyzer (f/m/div.),"Renningen, Germany",Full Time,Senior-level,105000.0,"Engineering,GitHub,PhD,Research,Spark,Testing",no,no,no,no,no
Consulting - Data Engineer,"Johannesburg, South Africa",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Azure,Big Data,Cassandra",no,no,no,no,no
Data Analyst,"India, Remote",Full Time,Senior-level,92000.0,"Airflow,AWS,Banking,Data analysis,Databricks,FinTech",no,no,no,no,no
