job_title,location,job_type,experience_level,salary,requirements,excel,tableau,power_bi,sql,python
Data Analytics and Insights Analyst,"North Sydney, Australia",Full Time,Senior-level,55000.0,"A/B testing,BigQuery,Data Analytics,E-commerce,SQL,Streaming",no,no,no,yes,no
Data Engineer,"Prague, Czech republic",Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,Azure,Big Data",no,no,no,no,no
Associate Client Manager -  Retail Business Intelligence,"Buffalo, NY, United States",Full Time,Mid-level,60000.0,"Business Intelligence,Consulting,Excel,Genetics,Power BI,Robotics",no,no,yes,no,no
Front End Developer Angular (AI/ML),Spain,Full Time,Senior-level,62000.0,"Angular,Architecture,Big Data,CI/CD,Computer Science,CX",no,no,no,no,no
Developer - Data Engineer (AWS/Node/Typescript),"Burlington, MA, United States",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Consulting,EC2,Engineering",no,no,no,no,no
"Platform Data Engineer, People Analytics","Toronto or Vancouver, Canada, United States",Full Time,Senior-level,115000.0,"APIs,AWS,Banking,Blockchain,Crypto,Data governance",no,no,no,no,no
Business Intelligence Analyst / Analyste BI,"Montreal, Quebec, Canada",Full Time,Mid-level,56000.0,"Architecture,Azure,Big Data,Business Intelligence,Data quality,Data warehouse",no,no,no,no,no
Power BIData Analyst,"Kfar Saba, Iael",Full Time,Senior-level,50000.0,"Architecture,Data analysis,Data visualization,EDA,Engineering,Industrial",no,no,no,no,no
"Software Engineer, ChatGPT Product Backend",United States,Full Time,Senior-level,69000.0,"ChatGPT,GPT,LLMs,OpenAI,Privacy,Research",no,no,no,no,no
Data Analyst,Mumbai,Full Time,Entry-level,48000.0,"Architecture,AWS,Cassandra,Distributed Systems,Kafka,Looker",no,no,no,no,no
Information Security & Data Management Trainer,"Sydney, Australia",Full Time,Executive-level,65000.0,"Computer Science,Data management,Security,,,",no,no,no,no,no
HRData Analyst (H/F),France,Full Time,Entry-level,48000.0,"Power BI,Vue,,,,",no,no,yes,no,no
PreMaster Programm - Data Analytics and Visualization,"Gerlingen, Germany",Full Time,Entry-level,39000.0,"BigQuery,Data Analytics,LLMs,Pandas,Python,",no,no,no,no,yes
"Electrical Design Engineer, Data Center Design Engineering","Herndon, Virginia, USA",Full Time,Senior-level,69000.0,"AWS,Engineering,Industrial,Research,,",no,no,no,no,no
"BI Developer, Analytics",United States,Full Time,Senior-level,69000.0,"Agile,Architecture,Business Intelligence,Data analysis,Data visualization,Data Warehousing",no,no,no,no,no
Data Engineer,United States,Full Time,Senior-level,115000.0,"Agile,APIs,Architecture,AWS,CI/CD,Data analysis",no,no,no,no,no
"Product Manager, Data Infrastructure",United States,Full Time,Senior-level,142000.0,"Banking,Blockchain,Crypto,Data pipelines,Engineering,Machine Learning",no,no,no,no,no
Développ.se Big Data (F/H),France,Full Time,Senior-level,62000.0,"Agile,Architecture,Big Data,DevOps,Engineering,Finance",no,no,no,no,no
Data Scientist,"Barcelona, Catalonia, Spain - Remote",Full Time,Mid-level,60000.0,"Chatbots,Data Mining,ETL,Excel,JavaScript,SAS",no,no,no,no,no
"Data Scientist I, SDO Privacy - PDC team","Iasi, ROU",Full Time,Senior-level,129000.0,"Big Data,Classification,Computer Science,Computer Vision,CX,Data analysis",no,no,no,no,no
Data Architect,Remote,Full Time,Senior-level,135000.0,"AWS,Azure,Big Data,CI/CD,Databricks,Data pipelines",no,no,no,no,no
Clinical Data Manager,"Budapest, Hungary",Full Time,Entry-level,39000.0,"Data management,Oracle,Research,Testing,,",no,no,no,no,no
Staff Software Engineer II-Big Data (REMOTE),"Austin, TX, United States",Full Time,Senior-level,145000.0,"Agile,Big Data,Computer Science,Engineering,Hadoop,Kafka",no,no,no,no,no
Applied Scientist - Reinforcement Learning and Foundation Models,"Seattle, Washington, United States",Full Time,Senior-level,133000.0,"Agile,Computer Science,Conversational AI,Deep Learning,EMNLP,ICLR",no,no,no,no,no
Principal Data Engineer,United States(Hybrid),Full Time,Senior-level,225000.0,"Airflow,Business Intelligence,Dagster,Data governance,Engineering,Kafka",no,no,no,no,no
"Software Engineer, ChatGPT Product Development",United States,Full Time,Senior-level,69000.0,"ChatGPT,Engineering,GPT,JavaScript,LLMs,Machine Learning",no,no,no,no,no
Principal Data Scientist (Deep Learning),United States,Full Time,Executive-level,185000.0,"Airflow,Architecture,AWS,Computer Science,Computer Vision,Conversational AI",no,no,no,no,no
Data Engineer,India,Full Time,Senior-level,55000.0,"Architecture,Big Data,Computer Science,Engineering,Hadoop,Kafka",no,no,no,no,no
Senior/Lead Data Scientist,"Prague, Czech Republic",Full Time,Senior-level,129000.0,"Economics,Engineering,Mathematics,Python,R,Research",no,no,no,no,yes
Data Analyst,India,Full Time,Entry-level,48000.0,"Excel,Market research,Privacy,Research,Statistics,",no,no,no,no,no
Lead Data Engineer,"Chicago, IL",Full Time,Mid-level,103000.0,"Airflow,AWS,DataOps,Data Warehousing,Engineering,ETL",no,no,no,no,no
Ingéni Data / Power BI (H/F),"Dijon, France",Full Time,Senior-level,60000.0,"Azure,Data Analytics,KPIs,PostgreSQL,Power BI,Python",no,no,yes,yes,yes
Data Engineer (Job Ref: 1769),"New Cairo City, Cairo Governorate, Egypt",Full Time,Mid-level,73000.0,"Airflow,Architecture,AWS,BigQuery,Computer Science,Dataflow",no,no,no,no,no
PeopleData Analyst,"Denver, CO",Full Time,Senior-level,113000.0,"Agile,APIs,Business Analytics,Business Intelligence,Computer Science,Data governance",no,no,no,no,no
Data Quality QA Engineer,Remote,Full Time,Entry-level,50000.0,"APIs,Data analysis,Data Analytics,Data management,Data quality,Data strategy",no,no,no,no,no
"Data Scientist, Analytics","United States; Mountain View, CA; Los ",Full Time,Senior-level,184000.0,"Airtable,KPIs,Privacy,Python,R,SQL",no,no,no,yes,yes
BusinessData Analyst,United States,Full Time,Senior-level,70000.0,"APIs,Data Analytics,Data warehouse,Data Warehousing,Engineering,Excel",no,no,no,no,no
". Director, Data Science","Denver, CO (Remote)",Full Time,Senior-level,147000.0,"Machine Learning,MLOps,OKR,Statistics,Testing,",no,no,no,no,no
Machine Learning Scientist II,"Lisbon, Portugal (Remote / Hybrid)",Full Time,Senior-level,129000.0,"Big Data,Computer Science,CX,Engineering,ETL,Machine Learning",no,no,no,no,no
Lead-Business Intelligence&Data Warehousing,India,Full Time,Senior-level,55000.0,"Business Intelligence,CX,Data Warehousing,Engineering,Excel,Finance",no,no,no,no,no
"Staff Software Engineer, Machine Learning Infrastructure",United States,Full Time,Senior-level,193000.0,"Big Data,Computer Science,Data Mining,Drivers license,Engineering,Golang",no,no,no,no,no
"Director, Data Engineering",United States,Full Time,Mid-level,73000.0,"Agile,AWS,Data quality,EC2,Engineering,Excel",no,no,no,no,no
 Machine Learning Engineer,India,Full Time,Senior-level,131000.0,"Machine Learning,OOP,PhD,Python,Research,Testing",no,no,no,no,yes
"Business Intelligence Engineer, DSP BI","Bellevue, Washington, USA",Full Time,Senior-level,104000.0,"Architecture,AWS,Business Intelligence,Data Mining,Data pipelines,Data visualization",no,no,no,no,no
 Business Intelligence Analyst,United Kingdom,Full Time,Mid-level,51000.0,"Business Intelligence,Computer Science,Data analysis,Data Analytics,Data quality,Data visualization",no,no,no,no,no
"Data Analyst, Fulfillment Network Planning","Tokyo, JPN",Full Time,Senior-level,92000.0,"AWS,ETL,SQL,,,",no,no,no,yes,no
Research Analyst,"Austin, Texas, United States",Full Time,Mid-level,51000.0,"Business Intelligence,Content creation,Data analysis,Data visualization,Excel,Genetics",no,no,no,no,no
Power BI Specialist,United Kingdom,Full Time,Mid-level,51000.0,"Computer Science,Data visualization,Data Warehousing,Power BI,Python,R",no,no,yes,no,yes
Data Science Manager,"Sao Paulo, Brazil",Full Time,Senior-level,144000.0,"Banking,Big Data,Classification,Clustering,Computer Science,Data Mining",no,no,no,no,no
Data Scientist - Social Communications,United States,Full Time,Senior-level,253000.0,"A/B testing,Big Data,Causal inference,Computer Science,Data Mining,Economics",no,no,no,no,no
Business Intelligence Engineer,"Lagos, NG",Full Time,Senior-level,69000.0,"Architecture,Banking,BigQuery,Business Intelligence,Computer Science,Data governance",no,no,no,no,no
Digital Analytics Engineer,"Düsseldorf, Germany",Full Time,Senior-level,110000.0,"Consulting,GCP,Google Cloud,Looker,Power BI,Privacy",no,no,yes,no,no
Data Engineer (Enterprise Master Data Management),"Edinburgh, United Kingdom",Full Time,Senior-level,115000.0,"APIs,AWS,Data analysis,Data Analytics,Data governance,Data management",no,no,no,no,no
Behavioral Insights FraudData Analyst,"Atlanta, GA, United States",Full Time,Senior-level,85000.0,"Banking,Blockchain,Computer Science,Crypto,Data analysis,Data visualization",no,no,no,no,no
"Entry Level (Recent Tech Grads) Business Intelligence Analyst  Parsippany-Troy Hills, NJ","Parsippany-Troy Hills, NJ, United States",Full Time,Entry-level,44000.0,"Business Intelligence,Excel,Finance,Genetics,,",no,no,no,no,no
"Data Engineer, Machine Learning (Remote)",United States,Full Time,Senior-level,115000.0,"Airflow,AWS,BigQuery,CI/CD,CUDA,Dataflow",no,no,no,no,no
Data Scientist,"Redwood City, CA",Full Time,Senior-level,129000.0,"Biochemistry,Biology,Data Mining,Data visualization,Economics,Engineering",no,no,no,no,no
Data Visualization Specialist,"Valencia, Valencian Community, Spain - Remote",Full Time,Mid-level,45000.0,"Agile,Azure,Data analysis,Data visualization,DevOps,Jira",no,no,no,no,no
Data Engineer Scala / Java (spark),"Rabat, Morocco",Full Time,Entry-level,59000.0,"Architecture,Avro,Big Data,Cassandra,CI/CD,Docker",no,no,no,no,no
Data Scientist,"Remote; Columbia, Missouri; Kansas City, Missouri, United ",Full Time,Senior-level,129000.0,"Computer Science,Industrial,Machine Learning,Research,Statistics,",no,no,no,no,no
Data Engineer (Actimize AIS),India,Full Time,Senior-level,115000.0,"Architecture,Data visualization,PhD,Python,Scala,Testing",no,no,no,no,yes
Staff Data Scientist,India,Full Time,Senior-level,55000.0,"CX,Databricks,Engineering,Excel,Industrial,Machine Learning",no,no,no,no,no
Data Engineer,"Amsterdam, Netherlands",Full Time,Senior-level,62000.0,"Agile,APIs,Architecture,AWS,Azure,Big Data",no,no,no,no,no
Data Product Owner H/F,"Villeneuve-d'Ascq, France",Full Time,Entry-level,39000.0,"Business Analytics,E-commerce,Engineering,Jira,Machine Learning,Scrum",no,no,no,no,no
Artificial Intelligence Engineer,"Pune, IN",Full Time,Senior-level,55000.0,"Computer Science,Data analysis,Data Mining,Engineering,Genetics,Machine Learning",no,no,no,no,no
Applied Scientist,"Vancouver, BC (Remote)",Full Time,Senior-level,184000.0,"A/B testing,Computer Science,Databricks,Engineering,Genetics,Machine Learning",no,no,no,no,no
"Data Scientist, Afterpay Product","Melbourne, Australia",Full Time,Senior-level,129000.0,"Amplitude,Banking,Blockchain,Computer Science,Crypto,Databricks",no,no,no,no,no
 Automotive Research Engineer for Cloud Computing (m/w/d),"Stuttgart, Germany",Full Time,Senior-level,105000.0,"AWS,Azure,CI/CD,Computer Science,Linux,Open Source",no,no,no,no,no
Wireless Communication Data Scientist,"San Pedro Garza García, Mexico",Full Time,Senior-level,129000.0,"Architecture,Classification,Clustering,Computer Science,Data analysis,Engineering",no,no,no,no,no
Bear Robotics,"Redwood City, CA",Full Time,Entry-level,44000.0,"Architecture,Computer Science,Engineering,JavaScript,Linux,Machine Learning",no,no,no,no,no
.Data Analyst (Partner Analytics),"Denver, CO (Remote)",Full Time,Senior-level,83000.0,"Data analysis,Data visualization,Engineering,Excel,Research,SQL",no,no,no,yes,no
DevOPS/ MLOPs Engineer,"Tel Aviv-Yafo, Tel Aviv District, Iael",Full Time,Mid-level,45000.0,"AWS,Azure,CI/CD,DevOps,GCP,Kubeflow",no,no,no,no,no
"Manager, Data Science",United States,Full Time,Senior-level,235000.0,"Engineering,Machine Learning,Predictive modeling,Python,R,SQL",no,no,no,yes,yes
Data Engineer 2,Remote - US,Full Time,Senior-level,62000.0,"Airflow,APIs,AWS,Business Intelligence,Data pipelines,DynamoDB",no,no,no,no,no
ChatGPT / AI Consultant (Part Time),United Kingdom,Part Time,Mid-level,45000.0,"ChatGPT,Conversational AI,GPT,Machine Learning,NLP,NLTK",no,no,no,no,no
ComplianceData Analyst,Remote,Full Time,Senior-level,75000.0,"AWS,Banking,Computer Science,Data analysis,Data visualization,E-commerce",no,no,no,no,no
"Engineer I, Machine Learning","Cambridge, MA, USA",Full Time,Senior-level,69000.0,"Architecture,AWS,Biology,Computer Science,Deep Learning,Drug discovery",no,no,no,no,no
Data Architect,"Toronto, ON, Canada",Full Time,Senior-level,135000.0,"Angular,Architecture,AWS,Computer Science,Databricks,Data quality",no,no,no,no,no
"Engineering Manager, ML Platform",Iael - Tel Aviv,Full Time,Senior-level,55000.0,"AWS,Azure,CX,Databricks,E-commerce,Engineering",no,no,no,no,no
Machine Learning Engineer,Remote - United States,Full Time,Senior-level,175000.0,"AWS,Big Data,Computer Science,Computer Vision,Engineering,Healthcare technology",no,no,no,no,no
Research Analyst - LNG Short Term,"Singapore, Singapore",Full Time,Senior-level,55000.0,"Consulting,Data visualization,Economics,Engineering,Excel,Market research",no,no,no,no,no
Data Analyst - Customer Acquisition,United States,Full Time,Senior-level,110000.0,"A/B testing,Agile,Causal inference,KPIs,Python,R",no,no,no,no,yes
BI Analyst,"Carlsbad, CA, United States",Full Time,Senior-level,135000.0,"Architecture,Data governance,Excel,Looker,Power BI,SAS",no,no,yes,no,no
Data Operations Development Team Lead,"Oakville, ON",Full Time,Senior-level,69000.0,"Airflow,Architecture,Big Data,BigQuery,CI/CD,Computer Science",no,no,no,no,no
"[Job-10533], Data Developer Python/Spark, Brazil",Brazil,Full Time,Senior-level,55000.0,"Airflow,APIs,Azure,Kubernetes,Python,Spark",no,no,no,no,yes
LeadData Analyst,"Jakarta, Indonesia",Full Time,Senior-level,55000.0,"A/B testing,Data Studio,Data visualization,Looker,Metabase,Power BI",no,no,yes,no,no
Data Product Manager - Link Key People,United Kingdom - London,Full Time,Senior-level,62000.0,"Agile,Consulting,Engineering,Research,SQL,",no,no,no,yes,no
Data Scientist - Search & Recommendation,Canada,Full Time,Senior-level,129000.0,"A/B testing,Computer Science,E-commerce,Elasticsearch,Engineering,Genetics",no,no,no,no,no
Lead Data Engineer,United States,Full Time,Mid-level,103000.0,"Azure,Databricks,Docker,Engineering,Kubernetes,Machine Learning",no,no,no,no,no
Machine Learning Engineer (Master's/PhD),United States,Full Time,Senior-level,127000.0,"Deep Learning,Engineering,Machine Learning,NumPy,Pandas,PhD",no,no,no,no,no
"Applied Scientist, Automated Reasoning Group for Healthcare and Payments Security","Cupertino, California, USA",Full Time,Senior-level,136000.0,"AWS,Data Mining,Machine Learning,PhD,Python,Research",no,no,no,no,yes
Implementation Data Scientist,"Washington, DC",Full Time,Senior-level,129000.0,"APIs,Architecture,AWS,Azure,Databricks,Docker",no,no,no,no,no
Data Engineer I (R-14521),Remote - United States,Full Time,Senior-level,115000.0,"Agile,AWS,Azure,Computer Science,Data analysis,Mathematics",no,no,no,no,no
Databricks - SONY,India,Full Time,Senior-level,55000.0,"Agile,AWS,Azure,Databricks,Data management,Data pipelines",no,no,no,no,no
"Manager, Data Science","Makati City, Philippines",Full Time,Senior-level,55000.0,"Banking,Clustering,Computer Science,Consulting,Data Analytics,Economics",no,no,no,no,no
Data Engineer (MIDI and Audio),"Singapore, Singapore, Singapore",Full Time,Mid-level,73000.0,"Architecture,AWS,Azure,Computer Science,Data pipelines,Engineering",no,no,no,no,no
Cloud Data Scientist (FinOps),"Kuala Lumpur, Malaysia",Full Time,Senior-level,129000.0,"Agile,Azure,Consulting,Data analysis,DevOps,Excel",no,no,no,no,no
Lead Data Scientist - Pricing,"Seattle, WA - Remote",Full Time,Senior-level,175000.0,"Big Data,Economics,Finance,Machine Learning,Mathematics,ML infrastructure",no,no,no,no,no
Business Intelligence Analyst,"BR São Paulo, São Paulo, Brazil",Full Time,Senior-level,55000.0,"Airflow,APIs,BigQuery,Business Intelligence,Looker,LookML",no,no,no,no,no
Computer Vision Engineer,"Tel Aviv-Yafo, Tel Aviv District, Iael",Full Time,Mid-level,30000.0,"Agile,AWS,Azure,Computer Vision,CUDA,Deep Learning",no,no,no,no,no
Machine Learning Engineer,United States,Full Time,Senior-level,127000.0,"Deep Learning,Engineering,Machine Learning,NumPy,Pandas,Python",no,no,no,no,yes
"Product Manager, Data Infrastructure and ML",United States,Full Time,Senior-level,142000.0,"Banking,Blockchain,Crypto,Data pipelines,Engineering,Machine Learning",no,no,no,no,no
Software Engineer - Data Infrastructure,"Boston, Massachusetts, USA; United States, USA; ",Full Time,Senior-level,187000.0,"AWS,Azure,Big Data,Computer Science,Data pipelines,Engineering",no,no,no,no,no
Staff Applied Research Scientist,"Hybrid / Redwood City, CA",Full Time,Senior-level,160000.0,"AWS,Data pipelines,Engineering,GCP,Genetics,Google Cloud",no,no,no,no,no
Machine Learning Engineer,"Brussels, Brussels, Belgium",Full Time,Mid-level,74000.0,"Agile,Airflow,Architecture,AWS,Azure,Cassandra",no,no,no,no,no
Data Scientist,"Prague, Czech Republic",Full Time,Senior-level,129000.0,"AWS,Classification,Clustering,Data governance,Data Mining,Data visualization",no,no,no,no,no
Principal Machine Learning Engineer - Core Infrastructure,United States,Full Time,Senior-level,227000.0,"AWS,Computer Science,Core ML,Distributed Systems,Docker,Elasticsearch",no,no,no,no,no
"Machine Learning Engineer, Payments ML Accelerator",US- Remote / Canada,Full Time,Senior-level,131000.0,"APIs,Architecture,Computer Science,Deep Learning,Engineering,Feature engineering",no,no,no,no,no
Operations Transformation Manager (all genders) with Focus on Chat/Chatbot,"Karluhe, Germany",Full Time,Senior-level,62000.0,"APIs,Chatbots,Computer Science,Economics,Excel,Finance",no,no,no,no,no
Business Intelligence Lead/Specialist,"Tamworth, United Kingdom",Full Time,Executive-level,73000.0,"Architecture,Business Intelligence,Data management,Data quality,ETL,Excel",no,no,no,no,no
Data Scientist,"Noida, Uttar Pradesh, India",Full Time,Senior-level,129000.0,"AWS,Azure,Computer Science,Deep Learning,Engineering,Keras",no,no,no,no,no
Lead Data Engineer,Remote,Full Time,Senior-level,103000.0,"Architecture,AWS,Azure,Cassandra,Computer Science,Data governance",no,no,no,no,no
"Manager, Product Ops (Business Intelligence)",Singapore,Full Time,Senior-level,55000.0,"Business Intelligence,Data Analytics,E-commerce,Economics,Engineering,Mathematics",no,no,no,no,no
 Principal Machine Learning Engineer,United States,Full Time,Senior-level,166000.0,"Computer Science,Data Analytics,Deep Learning,Engineering,LLMs,Machine Learning",no,no,no,no,no
Data Analyst,"Cape Town, South Africa",Full Time,Senior-level,92000.0,"AWS,Big Data,Cassandra,Engineering,ETL,Hadoop",no,no,no,no,no
"Manager, Clinical Data Management","Waltham, Massachusetts, United States",Full Time,Mid-level,51000.0,"Consulting,Data management,Engineering,Research,,",no,no,no,no,no
"Data Scientist, ML and Algorithms (Remote)",United States,Full Time,Senior-level,129000.0,"Classification,Clustering,Computer Vision,Deep Learning,Git,Jupyter",no,no,no,no,no
ML Engineer (Portugal Based Remote/Hybrid),Portugal,Full Time,Senior-level,131000.0,"AWS,Engineering,GCP,Machine Learning,Matplotlib,NumPy",no,no,no,no,no
Data Engineer,"Redwood City, CA",Full Time,Senior-level,144000.0,"AWS,Banking,Computer Science,Data pipelines,Data warehouse,Docker",no,no,no,no,no
Data Scientist,United Kingdom,Full Time,Senior-level,129000.0,"AWS,Azure,Docker,Engineering,Feature engineering,FinTech",no,no,no,no,no
. Big Data Engineer,India,Full Time,Senior-level,30000.0,"Azure,Big Data,Databricks,Data pipelines,Git,Hadoop",no,no,no,no,no
Product Manager  (AI & Automation),United States- Remote,Full Time,Senior-level,160000.0,"Computer Science,Conversational AI,Data analysis,Engineering,Excel,KPIs",no,no,no,no,no
"Staff ML Engineer, Conversion",US / Canada,Full Time,Senior-level,131000.0,"Architecture,Deep Learning,Engineering,Machine Learning,ML models,Security",no,no,no,no,no
"Data Engineer / Machine Learning Engineer - Spark, ETL, Pre-Processing, Pipeline, Machine Learning",India,Full Time,Senior-level,115000.0,"Airflow,BigQuery,Business Intelligence,Computer Science,Distributed Systems,Docker",no,no,no,no,no
Consultant Data Analyst IT Digital Impulse - H/F,France,Full Time,Entry-level,39000.0,"Agile,Architecture,AWS,Azure,Big Data,Consulting",no,no,no,no,no
Data Analyst Trainee,"Qu?n 4, Vietnam",Full Time,Entry-level,48000.0,"Data analysis,Data Studio,Excel,Power BI,Python,Research",no,no,yes,no,yes
"Machine Learning Engineer (Speech) - AI (Remote,India)",India,Full Time,Senior-level,131000.0,"Agile,Architecture,A,AWS,Classification,Computer Science",no,no,no,no,no
Data Science Engineer,United Kingdom,Full Time,Mid-level,51000.0,"Architecture,Big Data,Computer Science,Data pipelines,Drug discovery,Engineering",no,no,no,no,no
"Director, Data Science (Engagement)",Singapore,Full Time,Executive-level,65000.0,"Business Intelligence,Computer Science,Data Analytics,Data management,Deep Learning,Engineering",no,no,no,no,no
Data Analyst (Merchant),"Berlin, Germany",Full Time,Senior-level,92000.0,"A/B testing,Business Intelligence,Computer Science,Data analysis,Data Analytics,Data visualization",no,no,no,no,no
Data Analyst,"Edmonton, Alberta, Canada",Full Time,Mid-level,65000.0,"Agile,Banking,Business Analytics,Computer Science,Data analysis,Data governance",no,no,no,no,no
Data Science/AI Engineer,"Eindhoven, North Brabant, Netherlands",Full Time,Mid-level,51000.0,"Agile,AWS,Computer Science,Data analysis,Engineering,Kanban",no,no,no,no,no
Data Engineer,Remote,Full Time,Senior-level,115000.0,"Airflow,Distributed Systems,Elasticsearch,Flink,Golang,Kafka",no,no,no,no,no
Staff Software Engineer- Data Production,"Chicago, Illinois",Full Time,Senior-level,69000.0,"Architecture,AWS,Azure,CI/CD,Computer Science,Docker",no,no,no,no,no
Data Scientist (Financial Analysis),"Kuala Lumpur, Malaysia",Full Time,Senior-level,129000.0,"Agile,Azure,Consulting,Data analysis,DevOps,Excel",no,no,no,no,no
"Data Scientist, Payments ML Accelerator",US -Remote/ Canada,Full Time,Senior-level,129000.0,"Architecture,Computer Science,Deep Learning,Engineering,Machine Learning,ML infrastructure",no,no,no,no,no
Head of Product Data Management,France,Full Time,Executive-level,73000.0,"Data management,Data strategy,Engineering,,,",no,no,no,no,no
Data engineer,"Liverpool, United Kingdom",Full Time,Senior-level,115000.0,"Architecture,Athena,AWS,Data pipelines,Data quality,Engineering",no,no,no,no,no
AI Engineer,"Pune, IN",Full Time,Senior-level,55000.0,"Computer Science,Data analysis,Data Mining,Engineering,Genetics,Machine Learning",no,no,no,no,no
Machine Learning Engineer,"Columbus, Georgia, United States",Full Time,Mid-level,74000.0,"APIs,Architecture,Azure,Data analysis,Databricks,Data management",no,no,no,no,no
". Human Resource Business Partner (Technology, Engineering and Data Science)","Redwood City, CA",Full Time,Senior-level,129000.0,"Architecture,Consulting,E-commerce,Engineering,Privacy,",no,no,no,no,no
App Development Project Manager (Chatbot),"Tân Bình, Vietnam",Full Time,Entry-level,35000.0,"Azure,Chatbots,Computer Science,Consulting,Economics,Engineering",no,no,no,no,no
Machine Learning Scientist,"Bangkok, Thailand",Full Time,Senior-level,129000.0,"Airflow,Computer Science,Data pipelines,Economics,Engineering,Finance",no,no,no,no,no
 Data Scientist (Commercial),"White City, London and your home!",Full Time,Entry-level,40000.0,"AWS,Data pipelines,Docker,Finance,FinTech,GCP",no,no,no,no,no
"Software Development Manager - Computer Vision, Amazon Fulfillment Technology","Berlin, Berlin, DEU",Full Time,Senior-level,62000.0,"Computer Vision,CX,Engineering,Machine Learning,ML models,Privacy",no,no,no,no,no
 Clinical Trials Data Specialist,"Chicago, IL",Full Time,Entry-level,70000.0,"Biology,Genetics,Research,Testing,,",no,no,no,no,no
Strong  Front end developer (JustDone.ai),Ukraine - Remote,Full Time,Entry-level,35000.0,"AI content,APIs,React,REST API,,",no,no,no,no,no
MLOps Engineer,Remote Worldwide,Full Time,Senior-level,62000.0,"Architecture,AWS,Azure,Computer Science,Deep Learning,Distributed Systems",no,no,no,no,no
Machine Learning Engineer (Associate),"Work from Home, Remote - US, United ",Full Time,Senior-level,145000.0,"A/B testing,Computer Science,Data analysis,Data Mining,Engineering,ETL",no,no,no,no,no
"Lead, Third Party Data Strategy & Governance",United States,Full Time,Senior-level,142000.0,"Banking,Blockchain,Crypto,Data strategy,Engineering,Finance",no,no,no,no,no
Strong Middle/Data Engineer (Healthcare domain),"Lviv, Ukraine",Full Time,Mid-level,73000.0,"Architecture,Azure,Big Data,BigQuery,Data analysis,Databricks",no,no,no,no,no
Android Developer (AI),Remote job,Full Time,Senior-level,62000.0,"Agile,APIs,Architecture,Chatbots,Computer Science,Engineering",no,no,no,no,no
"ProductData Analyst, Compliance","Singapore, Central, Singapore",Full Time,Senior-level,92000.0,"Blockchain,Crypto,Data Mining,Engineering,Finance,Research",no,no,no,no,no
Data Lead - Products / Mobile Apps  : Green Panda Games (M/W/NB),France,Full Time,Executive-level,73000.0,"A/B testing,BigQuery,Data analysis,Data Analytics,Data management,Data visualization",no,no,no,no,no
Data Analyst - H/F,"Saint-Denis, France",Full Time,Entry-level,48000.0,"Data warehouse,E-commerce,Excel,KPIs,SQL,",no,no,no,yes,no
Data Engineer - ETL,"Dublin, Dublin, Ireland",Full Time,Senior-level,115000.0,"Airflow,APIs,AWS,Azure,Big Data,Business Intelligence",no,no,no,no,no
EET Data Engineer,"Tân Bình, Vietnam",Full Time,Mid-level,73000.0,"Agile,Computer Science,Consulting,Data Analytics,Data Mining,Data warehouse",no,no,no,no,no
"Data Engineering, Mid-Level","Rio de Janeiro, State of Rio de ",Full Time,Mid-level,73000.0,"Agile,Architecture,Azure,CI/CD,Computer Science,Data analysis",no,no,no,no,no
Data Scientist,"Foster City, CA, United States",Full Time,Senior-level,129000.0,"Computer Science,Economics,Excel,PhD,Predictive modeling,Python",no,no,no,no,yes
Data Engineer Analyst,"Calgary, AB",Full Time,Senior-level,73000.0,"Architecture,Azure,Business Intelligence,Classification,Data governance,Data management",no,no,no,no,no
"Data Analyst, Trading","Singapore, Central, Singapore",Full Time,Senior-level,92000.0,"Amplitude,Blockchain,Crypto,Data analysis,Economics,Finance",no,no,no,no,no
Data Scientist | Search & Discovery,"São Paulo, Brazil",Full Time,Senior-level,129000.0,"Architecture,AWS,Computer Science,Deep Learning,Machine Learning,ML models",no,no,no,no,no
CloudData Analyst,"Heredia, Costa Rica",Full Time,Senior-level,92000.0,"AWS,Big Data,Computer Science,GCP,Snowflake,SQL",no,no,no,yes,no
Software Engineer (E in Elasticsearch platform team),Rzeszow,Full Time,Senior-level,62000.0,"Ansible,AWS,Azure,CI/CD,Computer Science,CX",no,no,no,no,no
HEDISData Analyst,"East Windsor, NJ, United States",Full Time,Senior-level,92000.0,"Data analysis,Data Analytics,Python,SQL,Tableau,",no,yes,no,yes,yes
"Analytics Engineering Manager (Remote, Americas)","Houston, TX, United States",Full Time,Senior-level,110000.0,"Architecture,Data warehouse,Engineering,Excel,Spark,Testing",no,no,no,no,no
"Data Science Director, Analytics",SG - Singapore,Full Time,Executive-level,65000.0,"A/B testing,Banking,FinTech,Hadoop,Matlab,Python",no,no,no,no,yes
Software Engineer (E in Elasticsearch platform team),Poznan,Full Time,Senior-level,62000.0,"Ansible,AWS,Azure,CI/CD,Computer Science,CX",no,no,no,no,no
Backend Developer (AI),Remote job,Full Time,Senior-level,62000.0,"Agile,Architecture,AWS,Chatbots,Computer Science,Deep Learning",no,no,no,no,no
Business Intelligence Expert,"Seville, Andalusia, Spain",Full Time,Mid-level,51000.0,"Business Intelligence,Data quality,ETL,PhD,Privacy,Qlik",no,no,no,no,no
Research Analyst I - Defence Data Development,India,Full Time,Mid-level,45000.0,"Architecture,Classification,Data Analytics,Data governance,Excel,KNIME",no,no,no,no,no
